Timepoint,Outcome_Mean,Outcome_SD,Outcome_Min,Outcome_Max,Treatment1_Mean,Treatment1_SD,Treatment1_Min,Treatment1_Max,Treatment2_Mean,Treatment2_SD,Treatment2_Min,Treatment2_Max
192,10.116209,1.0014409,1.6384797,12.711648,0.71194476,0.0628114,0.16720396,0.8438316,0.73207724,0.060534745,0.17825742,0.85672224
193,10.118068,1.0018423,1.57138,12.709979,0.7118881,0.062825896,0.16526835,0.84351397,0.73202294,0.060549553,0.17622091,0.8564264
194,10.113309,1.002898,1.618137,12.731079,0.7117677,0.06288014,0.16438924,0.8439982,0.73190737,0.060603287,0.17529579,0.85696316
195,10.11439,1.0024931,1.50296,12.792649,0.7117172,0.06290151,0.1619577,0.845539,0.73185897,0.060625635,0.17273627,0.8583404
196,10.112412,1.0031396,1.4665892,12.899583,0.71165764,0.06292694,0.16021554,0.8481646,0.73180187,0.060650922,0.17090182,0.86078423
197,10.110859,1.0029484,1.4941927,12.934195,0.711547,0.06294892,0.15943818,0.85031754,0.7316959,0.06067301,0.1700831,0.8627872
198,10.110803,1.0020887,1.4061023,12.896199,0.7115126,0.06293913,0.15731847,0.8521261,0.7316634,0.060665093,0.16785014,0.8644691
199,10.109995,1.0031232,1.3624328,12.928975,0.7114451,0.06295055,0.1559263,0.8534098,0.731599,0.060675964,0.16638316,0.8656626
200,10.109307,1.0036662,1.3614508,12.98321,0.7113973,0.06295916,0.15489128,0.85419273,0.7315532,0.060684066,0.16529234,0.8663903
201,10.109044,1.0040683,1.2773328,13.00225,0.7113691,0.06297836,0.1527742,0.8548273,0.7315261,0.06070305,0.1630605,0.86698
202,10.10747,1.0019094,1.25169,13.011429,0.71131915,0.06297723,0.15128125,0.8558965,0.7314784,0.060701817,0.1614862,0.8679735
203,10.10467,1.0035574,1.1883501,13.102678,0.7112394,0.06299255,0.14961252,0.85749584,0.7314019,0.060718205,0.15972608,0.86945933
204,10.105178,1.004924,1.1665221,13.0745325,0.71117705,0.063021705,0.14776199,0.8583308,0.73134196,0.06074897,0.15777367,0.8702347
205,10.103406,1.0035383,1.0629013,13.107983,0.7110951,0.06302169,0.14574821,0.8592923,0.73126364,0.060751688,0.15564838,0.8711276
206,10.102422,1.0040942,0.96234494,13.175149,0.7110182,0.063057475,0.14306705,0.8607704,0.7311897,0.06078942,0.15281767,0.8724998
207,10.100983,1.0034974,0.9830128,13.09857,0.71096504,0.063057415,0.14118935,0.86073345,0.731139,0.060791776,0.15083452,0.87246555
208,10.09754,1.0037096,0.9784968,13.143734,0.71085316,0.06304596,0.13948806,0.8613545,0.7310322,0.06078262,0.14903718,0.8730419
209,10.097765,1.002982,0.7916676,13.169235,0.7107723,0.063044906,0.13706419,0.8619022,0.73095495,0.060785156,0.14647561,0.87355024
210,10.097185,0.99997914,0.8097988,13.18542,0.71070164,0.062987104,0.13571659,0.86199385,0.7308882,0.06073084,0.14505103,0.8736353
211,10.09605,1.0001754,0.84139687,13.192214,0.71063507,0.062943116,0.13447556,0.8628272,0.730825,0.060690705,0.14373885,0.8744086
212,10.093872,1.00093,0.7734938,13.153462,0.7105878,0.062906936,0.13269605,0.86291355,0.73078024,0.060658958,0.14185683,0.8744887
213,10.092255,0.99839085,0.8617863,13.146548,0.7105118,0.06284868,0.13330245,0.86271214,0.7307083,0.060603216,0.14249822,0.87430185
214,10.092663,0.99834347,0.73287416,13.187997,0.7104488,0.062841244,0.1326373,0.86273503,0.73064804,0.060599465,0.14179471,0.8743231
215,10.090593,0.99843657,0.76702946,13.158883,0.71037084,0.06282449,0.13199696,0.86243874,0.7305738,0.060585514,0.14111735,0.8740482
216,10.089433,0.99667954,0.78554344,13.003389,0.71031153,0.06277552,0.13210052,0.86109793,0.7305176,0.060539648,0.14122692,0.87280387
217,10.088828,0.99695927,0.7871855,13.069137,0.71026367,0.06275956,0.13146037,0.86040205,0.73047215,0.06052591,0.14054969,0.8721579
218,10.087555,0.9959862,0.76284605,13.056734,0.71019125,0.0627391,0.13171725,0.8592154,0.73040307,0.060508102,0.14082144,0.8710562
219,10.084211,0.993975,0.7786648,12.96218,0.71010315,0.06269098,0.13181709,0.85742134,0.73031944,0.06046368,0.14092706,0.86939013
220,10.084542,0.99407667,0.81274575,12.922307,0.7100336,0.0626616,0.13205074,0.85667634,0.7302533,0.06043627,0.14117424,0.86869806
221,10.0845,0.991985,0.8988883,12.9511175,0.7099754,0.0626048,0.1330139,0.8555861,0.7301984,0.060381588,0.14219305,0.86768514
222,10.082878,0.9915143,0.871516,12.860177,0.7099113,0.06254708,0.13395661,0.85375506,0.7301375,0.06032597,0.14319007,0.8659835
223,10.081078,0.9898919,1.0035834,12.807752,0.70986867,0.062492665,0.13592573,0.852303,0.7300974,0.060272645,0.14527214,0.86463356
224,10.079747,0.9902821,1.0231338,12.752489,0.7098021,0.062457968,0.13778965,0.8506925,0.7300342,0.06024054,0.14724238,0.86313593
225,10.079712,0.9897803,1.0728384,12.691596,0.709734,0.062446788,0.13934693,0.84820336,0.7299692,0.06023241,0.14888805,0.8608203
226,10.078523,0.98735136,1.1632977,12.712647,0.7096726,0.06240504,0.14199218,0.8467732,0.72991097,0.06019144,0.15168251,0.8594894
227,10.076761,0.987342,1.1634197,12.67777,0.70961165,0.06238929,0.14345893,0.8455041,0.7298528,0.06017796,0.15323149,0.8583079
228,10.076004,0.9891339,1.2451644,12.659185,0.70955557,0.06238531,0.14551732,0.8445878,0.72979915,0.06017436,0.15540464,0.8574547
229,10.074651,0.98727685,1.2851124,12.679457,0.7094819,0.062363308,0.1475081,0.84446824,0.72972894,0.060153987,0.15750577,0.85734344
230,10.072133,0.98734564,1.3070472,12.653908,0.70938563,0.0623844,0.148869,0.84388876,0.7296365,0.060177177,0.1589417,0.8568038
231,10.071875,0.9875739,1.453106,12.6829605,0.7093095,0.06240715,0.15164295,0.84394,0.7295634,0.060199715,0.16186763,0.8568515
232,10.069524,0.9889382,1.461169,12.639347,0.7092107,0.062423885,0.15373886,0.843744,0.7294687,0.060217228,0.16407754,0.85666895
233,10.069448,0.9888745,1.512982,12.60564,0.70912766,0.062467765,0.15597554,0.8430127,0.7293888,0.060259804,0.16643505,0.8559878
234,10.068311,0.98856145,1.5297145,12.695685,0.70906615,0.062500395,0.15818669,0.8434269,0.7293296,0.060291704,0.16876484,0.8563736
235,10.066597,0.9884055,1.5654191,12.694395,0.70898455,0.06253021,0.15931162,0.84354013,0.729251,0.060322013,0.16994981,0.8564791
236,10.064488,0.9922271,1.4567771,12.72566,0.708903,0.06258951,0.15926751,0.8443926,0.7291724,0.060380906,0.16990335,0.857273
237,10.063896,0.99060035,1.6260762,12.784047,0.70881593,0.062623575,0.16040656,0.84614265,0.72908866,0.06041555,0.17110299,0.8589024
238,10.06266,0.9910962,1.7044762,12.7809,0.7087242,0.06267343,0.16217965,0.8469728,0.72900033,0.06046362,0.17296994,0.8596751
239,10.061179,0.9914496,1.653725,12.717232,0.70863575,0.06272941,0.16308157,0.8471947,0.7289151,0.060518563,0.17391942,0.8598816
240,10.060354,0.9920088,1.6490165,12.729832,0.70857143,0.06273456,0.165059,0.84723514,0.72885364,0.06052325,0.17600061,0.8599193
241,10.059519,0.9909357,1.7671603,12.777239,0.70850307,0.06274721,0.16652243,0.84716904,0.728788,0.060535677,0.17754042,0.8598578
242,10.058097,0.99226564,1.7109047,12.797891,0.7084318,0.062765986,0.16658935,0.84733397,0.72871965,0.060554687,0.17761084,0.8600113
243,10.058664,0.9906747,1.8501699,12.729213,0.7083922,0.06275578,0.16864495,0.8474502,0.728682,0.06054298,0.1797731,0.8601194
244,10.056159,0.9903235,1.8196884,12.768792,0.7083296,0.06273941,0.17044723,0.84782755,0.7286223,0.060526997,0.18166833,0.8604706
245,10.055359,0.9897307,1.8781515,12.756697,0.70826685,0.062721685,0.17162749,0.84762865,0.72856253,0.060509108,0.18290915,0.8602855
246,10.055817,0.9880386,1.8918126,12.766958,0.70823723,0.0626572,0.17356509,0.8473288,0.72853494,0.060445517,0.18494567,0.86000645
247,10.055406,0.9890284,1.9134102,12.69645,0.70818937,0.06262898,0.17424648,0.8470107,0.7284895,0.060417935,0.1856617,0.85971034
248,10.054717,0.98753214,1.8940302,12.752908,0.7081707,0.06258106,0.17505018,0.84685624,0.7284722,0.060370512,0.18650617,0.8595666
249,10.053262,0.9866543,1.893727,12.696016,0.7081431,0.06252803,0.17521894,0.8462651,0.7284464,0.060318653,0.18668348,0.85901636
250,10.053654,0.98514503,1.980771,12.68232,0.708114,0.062479466,0.17618524,0.8454374,0.7284193,0.060271334,0.1876986,0.8582458
251,10.052461,0.98363066,2.021162,12.665087,0.70807654,0.062395815,0.17736126,0.8451298,0.7283846,0.060189288,0.18893386,0.8579594
252,10.0512085,0.9824951,2.027719,12.593793,0.70802957,0.062314715,0.17882894,0.84356135,0.7283405,0.0601092,0.19047512,0.8564989
253,10.049284,0.9814512,2.0398145,12.515191,0.70797485,0.062234182,0.18044357,0.8417633,0.7282891,0.06002899,0.19217029,0.85482395
254,10.04966,0.9808375,2.098402,12.540197,0.70791876,0.062168572,0.18175192,0.84033835,0.7282363,0.059963394,0.1935436,0.85349613
255,10.047513,0.97955966,2.079839,12.57896,0.70784765,0.062105354,0.18240732,0.8394698,0.728169,0.059900355,0.19423142,0.8526866
256,10.045932,0.9814312,2.0139964,12.551813,0.70776737,0.062090788,0.18225388,0.8388651,0.7280924,0.059885103,0.1940704,0.8521229
257,10.047084,0.98050743,2.0622797,12.500099,0.7077347,0.06207386,0.18250512,0.83871204,0.7280614,0.059868038,0.19433406,0.8519802
258,10.045017,0.9797936,2.1369157,12.536429,0.707664,0.06206119,0.18293647,0.8383128,0.72799397,0.059854433,0.19478671,0.85155755
259,10.045093,0.9793315,2.1027198,12.493742,0.70762604,0.062058687,0.18319312,0.8379894,0.7279576,0.059850678,0.195056,0.8512559
260,10.042492,0.9799576,2.150877,12.565522,0.70757353,0.062039807,0.18473426,0.8381289,0.7279076,0.059830572,0.19667292,0.851386
261,10.043789,0.97783524,2.198915,12.40455,0.70752525,0.062005565,0.18628262,0.8372326,0.72786194,0.059795387,0.19829701,0.85055
262,10.041411,0.97948354,2.224626,12.490791,0.7074689,0.062003337,0.18728183,0.8367656,0.727808,0.05979188,0.19934486,0.85011435
263,10.041296,0.97705394,2.2420135,12.434648,0.70741343,0.061975118,0.18887714,0.8358672,0.72775525,0.05976362,0.20101751,0.84927624
264,10.038927,0.97747636,2.235869,12.424193,0.7073611,0.061935294,0.18985565,0.83440787,0.7277057,0.059723105,0.20204325,0.8479144
265,10.0391,0.97594047,2.2373033,12.379961,0.7072915,0.06190525,0.19029889,0.83387774,0.7276395,0.05969327,0.20250782,0.8474196
266,10.037983,0.9768692,2.2010043,12.360598,0.7072425,0.061861616,0.19002604,0.8318438,0.727593,0.05965014,0.20222187,0.8457426
267,10.036518,0.97718406,2.205026,12.426996,0.70716774,0.061860017,0.18959944,0.83194697,0.7275214,0.05964731,0.2017747,0.8456053
268,10.035276,0.9767577,2.2631795,12.376439,0.70711213,0.06185358,0.18991436,0.8321726,0.7274683,0.05964061,0.2021048,0.8458506
269,10.034428,0.975391,2.1805344,12.376657,0.707041,0.061843973,0.1892602,0.83213794,0.7274004,0.05963067,0.20141909,0.8458183
270,10.033711,0.9753252,2.2139015,12.381034,0.7069783,0.061825883,0.18940866,0.8317443,0.7273406,0.05961325,0.20157473,0.84545076
271,10.031041,0.97428757,2.262355,12.393275,0.70689905,0.061792385,0.19006969,0.8310783,0.7272652,0.059581645,0.20226762,0.8450013
272,10.030976,0.9763959,2.1644418,12.382549,0.7068343,0.061788574,0.18893231,0.831237,0.7272033,0.059578523,0.20107536,0.8451494
273,10.02852,0.97428083,2.0315375,12.394599,0.70674646,0.061772436,0.18722588,0.8323832,0.7271195,0.059563648,0.1992862,0.8462186
274,10.028814,0.9739239,2.1087961,12.410663,0.706673,0.061748136,0.18602927,0.83269304,0.72704947,0.059539646,0.19803129,0.84650755
275,10.026046,0.9724523,2.111042,12.373367,0.7065995,0.06171849,0.18431698,0.8324849,0.72697943,0.059510723,0.19623516,0.8463134
276,10.025334,0.9716992,2.0575964,12.445034,0.7065215,0.06164801,0.18311526,0.83313745,0.72690564,0.059443176,0.1949743,0.846922
277,10.025074,0.97057354,1.9731662,12.4910755,0.7064748,0.061590042,0.1824613,0.8341409,0.72686166,0.059386887,0.19428807,0.8478577
278,10.022833,0.970396,2.0133486,12.427026,0.706389,0.061539624,0.18139589,0.83431065,0.72678024,0.059337977,0.19316992,0.84801596
279,10.021562,0.9664425,1.9697866,12.491822,0.70633054,0.061446335,0.17982806,0.8355351,0.72672546,0.059247937,0.19152413,0.84915745
280,10.0199995,0.9674728,1.8915577,12.552492,0.70625573,0.06137752,0.17799869,0.8366396,0.7266545,0.059181035,0.1896033,0.8501869
281,10.017948,0.96455723,1.8873013,12.467676,0.7061562,0.061285283,0.1770584,0.8363996,0.7265604,0.059091914,0.18861577,0.8499632
282,10.019865,0.96133274,1.8761473,12.499451,0.7061259,0.061137017,0.17556402,0.8371415,0.72653306,0.05894836,0.187046,0.8506546
283,10.017218,0.96118546,1.8963281,12.472881,0.7060667,0.06104621,0.17476802,0.83694774,0.7264776,0.05885864,0.1862097,0.850474
284,10.015866,0.95685667,1.8638632,12.549556,0.7060199,0.06087774,0.17446865,0.8369177,0.7264349,0.05869486,0.18589514,0.850446
285,10.014936,0.95670575,1.9030997,12.46071,0.705985,0.06074925,0.17463937,0.83684635,0.726403,0.05856859,0.18607454,0.8503795
286,10.013342,0.95351374,1.8295501,12.463615,0.70589715,0.060620714,0.1741362,0.83647907,0.7263204,0.05844374,0.18554583,0.8500373
287,10.012411,0.95313925,1.8196291,12.422667,0.7058364,0.060492095,0.17331049,0.8359633,0.7262638,0.05831943,0.18467811,0.84955657
288,10.010748,0.9512345,1.8131182,12.367367,0.70576704,0.060398303,0.17276588,0.83408093,0.7261983,0.05822903,0.18410572,0.8478018
289,10.010685,0.9487911,1.7808506,12.343608,0.7057154,0.060269896,0.17145944,0.83286196,0.7261506,0.05810578,0.18273248,0.8466651
290,10.010016,0.94771695,1.7833698,12.378484,0.705675,0.060182374,0.17096797,0.8319712,0.72611284,0.05802284,0.18221581,0.8458343
291,10.008015,0.946054,1.867772,12.331344,0.70561904,0.06007638,0.17148034,0.8310116,0.72606045,0.057921752,0.18275447,0.84493905
292,10.006116,0.946027,1.6979854,12.240965,0.70555854,0.060001448,0.17025702,0.8296761,0.72600347,0.057852045,0.18146832,0.84369296
293,10.005989,0.94494796,1.705539,12.24303,0.70549446,0.05994974,0.16946055,0.828476,0.72594273,0.057805102,0.18063083,0.84257287
294,10.005579,0.9431644,1.7056597,12.244014,0.705435,0.059883676,0.16864185,0.8270381,0.7258866,0.057742998,0.17976984,0.8412305
295,10.004003,0.9431209,1.7032127,12.3052845,0.70538133,0.05985335,0.16691856,0.82615185,0.72583556,0.05771798,0.17795718,0.8402504
296,10.002748,0.9432674,1.682781,12.426502,0.70533514,0.059821166,0.16676004,0.82882994,0.7257917,0.05768949,0.17779042,0.84275264
297,10.001121,0.94168174,1.6744564,12.387931,0.70526713,0.059783883,0.16643637,0.83036625,0.7257269,0.057656158,0.1774499,0.84418744
298,10.001749,0.94156826,1.6365665,12.391283,0.7052125,0.05977041,0.16571869,0.8321155,0.7256748,0.05764585,0.1766948,0.84582067
299,9.998321,0.9415671,1.6517591,12.452616,0.70512867,0.059755955,0.16518585,0.8336535,0.7255948,0.05763369,0.17613411,0.8472561
300,9.997164,0.9427464,1.560823,12.496629,0.70504534,0.05976184,0.16392836,0.8343816,0.72551507,0.057642005,0.17481072,0.84793556
301,9.995664,0.9424015,1.5615551,12.588274,0.7049619,0.059786912,0.16277112,0.83644754,0.72543484,0.057668876,0.17359263,0.8498629
302,9.994369,0.9417196,1.6572328,12.544341,0.7048486,0.059810396,0.16298246,0.83801186,0.72532606,0.05769338,0.17381509,0.8513217
303,9.991439,0.94247246,1.6001259,12.627849,0.704742,0.059835803,0.16245487,0.839788,0.72522384,0.057719186,0.17325969,0.8529775
304,9.991073,0.940633,1.5651726,12.575938,0.7046516,0.059814807,0.16249926,0.8405867,0.7251376,0.05769924,0.17330642,0.8537219
305,9.99027,0.9411139,1.5775955,12.638542,0.7045711,0.05981043,0.16266306,0.8410913,0.7250606,0.057696115,0.17347884,0.8541921
306,9.989253,0.9406059,1.6357118,12.55251,0.70449466,0.05980387,0.16244332,0.8411731,0.72498757,0.05769077,0.17324753,0.8542684
307,9.986219,0.9424872,1.5769267,12.571361,0.7044149,0.059816297,0.16220674,0.8406063,0.72491115,0.05770398,0.17299846,0.85374016
308,9.985444,0.94148064,1.5276611,12.4937525,0.7043273,0.059842102,0.16182478,0.83977866,0.724827,0.05772962,0.17259632,0.8529688
309,9.983943,0.9421888,1.5520028,12.430557,0.70422816,0.059865873,0.1615646,0.8376687,0.7247318,0.057752542,0.17232239,0.8510017
310,9.981789,0.94253767,1.5517577,12.431445,0.70411056,0.059905134,0.16071348,0.83643025,0.72461885,0.057791207,0.17142618,0.8498467
311,9.979865,0.9434247,1.4735175,12.390463,0.70401233,0.059929084,0.1596701,0.8345655,0.72452474,0.05781576,0.17032737,0.8481072
312,9.978363,0.94311607,1.533726,12.2589855,0.70390105,0.059965115,0.15973113,0.832057,0.7244176,0.057851303,0.17039166,0.845766
313,9.977389,0.9447988,1.5518643,12.305068,0.7037965,0.0600173,0.15972975,0.82986766,0.7243172,0.057902995,0.17039019,0.84372187
314,9.975576,0.94330746,1.5160995,12.280993,0.70370096,0.060039107,0.15937112,0.8269484,0.7242254,0.05792558,0.17001249,0.8409948
315,9.973466,0.94442713,1.4600124,12.362454,0.7036012,0.060066547,0.15923548,0.82832587,0.72412956,0.05795299,0.1698696,0.8423516
316,9.9721985,0.9431366,1.5240852,12.305632,0.7035078,0.06008038,0.1591387,0.8291742,0.72404,0.057968386,0.16976766,0.84314376
317,9.971149,0.9456619,1.5241877,12.338987,0.7034114,0.060107037,0.15886113,0.82934177,0.7239475,0.05799554,0.1694753,0.8433002
318,9.969874,0.94638175,1.6164703,12.374888,0.7033192,0.06017413,0.15986961,0.83007485,0.72385854,0.05806202,0.1705375,0.8439846
319,9.969297,0.9473266,1.5529577,12.447797,0.70325077,0.060235526,0.1608081,0.8316844,0.7237924,0.058123104,0.17152584,0.84540033
320,9.967901,0.9492178,1.5003496,12.349974,0.70317674,0.060349304,0.16056803,0.83214945,0.7237202,0.05823588,0.17127301,0.8458345
321,9.966234,0.94994897,1.5617714,12.474997,0.703096,0.06043416,0.16094832,0.8335694,0.72364175,0.058320854,0.17167348,0.84716
322,9.965519,0.94982135,1.5868876,12.472196,0.70302546,0.060495663,0.16064893,0.8345794,0.72357357,0.05838321,0.1713582,0.8481025
323,9.964581,0.95111114,1.5747348,12.467534,0.70294863,0.06056999,0.16086927,0.8347837,0.7234991,0.058458034,0.17159024,0.8482931
324,9.962503,0.9518795,1.5174937,12.511881,0.7028634,0.060626812,0.16104293,0.83645165,0.7234169,0.05851657,0.17177309,0.8498492
325,9.963249,0.9522246,1.6260417,12.446121,0.70281565,0.060678232,0.16169524,0.8361552,0.7233705,0.058569238,0.17245995,0.84957266
326,9.9605255,0.9532493,1.5757322,12.460574,0.7027352,0.060748328,0.16158187,0.8360357,0.72329277,0.058640126,0.17234057,0.84946126
327,9.961134,0.95346797,1.5422103,12.468453,0.70268154,0.0608021,0.16125168,0.83604515,0.7232407,0.058696676,0.17199291,0.8494701
328,9.960822,0.9553525,1.6363808,12.464126,0.70265067,0.060865633,0.16246128,0.83555365,0.7232104,0.058759775,0.17326644,0.84901154
329,9.959433,0.95488733,1.6495236,12.351705,0.70258933,0.060920905,0.16270106,0.83457834,0.72315097,0.058816567,0.17351885,0.8481015
330,9.958966,0.95749384,1.5486336,12.396362,0.7025609,0.060993288,0.16242437,0.8339124,0.72312284,0.058889918,0.17322758,0.84748006
331,9.958401,0.95606595,1.5933275,12.423874,0.702515,0.06103783,0.16294661,0.83344877,0.7230781,0.05893431,0.17377734,0.8470474
332,9.9583025,0.9555543,1.6029204,12.385905,0.70247763,0.06104136,0.16260462,0.83263284,0.72304225,0.058940258,0.17341733,0.84628576
333,9.9558735,0.9574335,1.5261297,12.318882,0.702421,0.06107745,0.1613484,0.8322895,0.7229875,0.058978014,0.17209475,0.84596527
334,9.95607,0.9559007,1.574267,12.370825,0.7023808,0.061060864,0.16160871,0.8318875,0.7229492,0.058965262,0.17236884,0.84559
335,9.955199,0.95802796,1.6160545,12.421213,0.7023294,0.061095327,0.1618398,0.83071077,0.72289956,0.059001047,0.17261215,0.84449124
336,9.952916,0.9576234,1.6405926,12.46053,0.7022445,0.061138183,0.16222343,0.8325545,0.7228177,0.059045345,0.17301603,0.8462227
337,9.953685,0.96002495,1.5716642,12.394038,0.7022083,0.06118629,0.16268809,0.8333142,0.7227824,0.059094805,0.17350522,0.84693176
338,9.953828,0.96058667,1.5209486,12.456247,0.70216745,0.06126145,0.1621441,0.83420223,0.7227424,0.059169408,0.17293252,0.8477605
339,9.95128,0.96113,1.540722,12.476775,0.7021047,0.061320905,0.161378,0.8347778,0.72268146,0.059230458,0.17212592,0.84829754
340,9.950667,0.962164,1.4777982,12.491319,0.7020648,0.061388426,0.15973245,0.835096,0.7226426,0.05929807,0.17039303,0.8485944
341,9.949645,0.961904,1.5018653,12.520169,0.7019999,0.061423805,0.15903108,0.83660865,0.7225801,0.059333257,0.16965431,0.8500055
342,9.947069,0.96418786,1.4221219,12.480687,0.70189166,0.061492164,0.1580423,0.83685905,0.7224755,0.059402045,0.16861272,0.85023904
343,9.948634,0.9633249,1.4206747,12.487979,0.7018483,0.061525133,0.15684792,0.8369737,0.7224336,0.059434872,0.16735435,0.850346
344,9.946185,0.9641136,1.4265119,12.519179,0.7017778,0.06156711,0.15633991,0.83725864,0.7223656,0.059478234,0.16681904,0.85061175
345,9.94507,0.96416104,1.4385302,12.507156,0.7017052,0.061611842,0.1557144,0.8371256,0.7222955,0.059523914,0.16615985,0.85048765
346,9.945226,0.96480936,1.3565122,12.476087,0.7016767,0.061621096,0.15506858,0.8370786,0.72226816,0.05953383,0.1654792,0.8504438
347,9.944881,0.9655162,1.3512092,12.604594,0.7016169,0.0616594,0.15438719,0.83826786,0.72221035,0.05957294,0.16476099,0.8515528
348,9.944632,0.96512926,1.3144329,12.485467,0.7015922,0.06167461,0.15329297,0.8379248,0.7221866,0.05958819,0.16360746,0.8512329
349,9.944167,0.96739537,1.2665607,12.466156,0.701574,0.061716244,0.1516264,0.8375067,0.7221687,0.05962892,0.16185018,0.8508431
350,9.942835,0.96582955,1.216812,12.405405,0.70153767,0.06173221,0.15028352,0.836784,0.72213364,0.05964632,0.16043389,0.85016906
351,9.943834,0.96638536,1.2509854,12.386701,0.701521,0.061741203,0.14932616,0.8345398,0.7221176,0.05965552,0.159424,0.84807545
352,9.943268,0.9667644,1.1854738,12.307813,0.7014987,0.06175958,0.14810172,0.8326917,0.7220961,0.059674356,0.15813215,0.8463508
353,9.943757,0.9653898,1.2380939,12.359991,0.70149547,0.06172358,0.14783256,0.830017,0.7220934,0.059639245,0.15784813,0.84395885
354,9.944251,0.9664564,1.2083917,12.391591,0.70151484,0.06171406,0.14775302,0.83031845,0.72211206,0.05962739,0.1577642,0.84424025
355,9.945849,0.9649706,1.2100255,12.349072,0.70154846,0.061679002,0.1473666,0.83052826,0.72214466,0.059593037,0.15735644,0.84443605
356,9.944827,0.96611845,1.223699,12.354797,0.70157325,0.061657418,0.14772719,0.83142704,0.7221688,0.05957146,0.15773696,0.8452748
357,9.945852,0.9659569,1.2147171,12.332231,0.701605,0.061652835,0.14750658,0.83113503,0.72219914,0.059566226,0.15750416,0.8450023
358,9.945438,0.9646208,1.2506621,12.433924,0.70162624,0.06161696,0.14790569,0.83158016,0.7222198,0.059531085,0.15792531,0.8454177
359,9.946608,0.9637372,1.3083814,12.378274,0.70163816,0.061585758,0.14883779,0.83188665,0.72223175,0.05949872,0.15890877,0.8457037
360,9.947074,0.9639309,1.2816255,12.35584,0.70167375,0.0615328,0.14938901,0.8318976,0.72226644,0.059443843,0.1594903,0.8457139
361,9.946539,0.9633566,1.315837,12.389527,0.70168704,0.061481614,0.15035528,0.83249766,0.7222797,0.059392937,0.16050959,0.8462738
362,9.949013,0.9640391,1.2087897,12.385008,0.7017421,0.061449725,0.14995454,0.8319855,0.72233284,0.059359368,0.16008687,0.8457959
363,9.948668,0.963288,1.2573375,12.312288,0.7017744,0.061429113,0.14946721,0.8309332,0.72236407,0.059338164,0.1595728,0.844814
364,9.948725,0.9636154,1.2543063,12.331669,0.70180136,0.061415225,0.14920692,0.8306784,0.72239,0.059324805,0.15929821,0.84457624
365,9.949036,0.96220064,1.3488833,12.268465,0.7018405,0.06138497,0.14952183,0.8289485,0.72242785,0.05929347,0.15963042,0.84296143
366,9.948807,0.96407557,1.3494645,12.368728,0.7018361,0.061387345,0.15086846,0.82847416,0.7224237,0.05929507,0.16105084,0.84237844
367,9.949495,0.9618297,1.3266674,12.367761,0.7018493,0.06135665,0.1515358,0.82978004,0.72243685,0.05926299,0.16175464,0.8435984
368,9.947961,0.9614015,1.3247725,12.358018,0.7018392,0.06131507,0.15221654,0.83061385,0.7224276,0.059220716,0.16247252,0.8443773
369,9.947607,0.9617627,1.3536406,12.443397,0.70181644,0.061298966,0.1522626,0.83245176,0.72240597,0.059203237,0.16252106,0.8460935
370,9.946967,0.960902,1.3037646,12.417792,0.70179194,0.061244477,0.1518207,0.8329644,0.7223831,0.05914883,0.1620551,0.8465721
371,9.947069,0.9601023,1.3408254,12.484152,0.70175606,0.061216787,0.1519575,0.8341754,0.7223491,0.059120707,0.16219935,0.8477025
372,9.947847,0.9597518,1.365072,12.505434,0.70175475,0.06118595,0.1523474,0.83569914,0.7223483,0.059088465,0.16261049,0.8491244
373,9.947638,0.9584865,1.3472116,12.516178,0.7017595,0.06113193,0.15228514,0.8364473,0.7223536,0.05903467,0.16254485,0.8498224
374,9.947651,0.9603311,1.4132153,12.510979,0.70176864,0.061118912,0.15334788,0.83740115,0.7223624,0.059019465,0.16366535,0.8507122
375,9.946652,0.96088177,1.4652623,12.5192585,0.7017591,0.061131038,0.1545635,0.8377593,0.7223531,0.059029564,0.16494682,0.85104626
376,9.945766,0.95861506,1.4466908,12.548992,0.7017273,0.061119348,0.1553651,0.8382029,0.7223229,0.05901714,0.16579172,0.8514599
377,9.943707,0.9597826,1.4175558,12.528144,0.70166403,0.061152026,0.15605868,0.83832455,0.72226185,0.05904905,0.16652267,0.85157335
378,9.944766,0.9590387,1.49774,12.536302,0.70162034,0.06114017,0.15689543,0.8385818,0.7222202,0.05903716,0.1674044,0.85181326
379,9.943893,0.95861095,1.5271252,12.473347,0.7015801,0.061111264,0.15751015,0.83811516,0.7221819,0.059008256,0.16805208,0.8513781
380,9.943144,0.9584759,1.5404932,12.464901,0.70153815,0.061113104,0.15844597,0.8372576,0.72214174,0.059008464,0.16903797,0.8505783
381,9.94158,0.9587057,1.5861884,12.420217,0.7015047,0.061102666,0.16013968,0.83615166,0.7221099,0.05899634,0.17082192,0.8495466
382,9.940413,0.9581267,1.5808375,12.428813,0.70143783,0.061098594,0.16097967,0.8350442,0.72204596,0.05899161,0.17170648,0.84851325
383,9.940241,0.9581873,1.6420877,12.367522,0.7013801,0.061102383,0.16214764,0.8335733,0.7219906,0.058993813,0.17293625,0.8471405
384,9.93991,0.957319,1.6400987,12.299277,0.70133114,0.061100066,0.16316509,0.8318429,0.7219438,0.05899173,0.17400734,0.84552497
385,9.93859,0.95740604,1.6450379,12.39984,0.7012864,0.061091926,0.16376865,0.83015007,0.72190106,0.05898376,0.17464262,0.8439441
